Species ID,Species Label,Active Taxa,Source Count,Group,Proteome Strategy,Protein Strategy,Proteome ID,Proteome Label,Proteome IRI,Reviewed Proteins,Unreviewed Proteins,Total Proteins,Errors
194441,Primate T-lymphotropic virus 2,11909; 36368,11,small-virus,uniprot-reference,weak-blast-match,11909,Human T-lymphotropic virus 2,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A11909,6,0,6,
195054,Human parechovirus,12063,2,small-virus,uniprot-reference,weak-blast-match,122962,Echovirus 23 strain Williamson,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A122962,1,0,1,
195316,Narcine timlei (blackspotted numbfish),195316,1,vertebrate,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
196403,Baboon endogenous virus,11764,2,small-virus,uniprot-complete,weak-blast-match,11764,Baboon endogenous virus strain M7,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A11764,3,0,3,
199306,Coccidioides posadasii,199306; 443226,4,other-eukaryote,uniprot-reference,strong-blast-match,443226,Coccidioides posadasii str. Silveira,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A443226,20,10192,10212,
203192,Pseudomonas chloritidismutans,203192,1,bacterium,uniprot-complete,strong-blast-match,1263865,Pseudomonas chloritidismutans AW-1,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1263865,0,4560,4560,
205075,Candidatus Rickettsia tarasevichiae,205075,1,bacterium,uniprot-misc,strong-blast-match,205075,Candidatus Rickettsia tarasevichiae,http://www.uniprot.org/uniprot/?query=taxonomy%3A205075,0,18,18,
205488,Ebola virus sp.,205488,3,virus,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
208899,Cupixi mammarenavirus,208899,1,small-virus,uniprot-complete,weak-blast-match,208899,Cupixi mammarenavirus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A208899,4,0,4,
209285,Chaetomium thermophilum,759272,2,other-eukaryote,uniprot-reference,strong-blast-match,759272,Chaetomium thermophilum var. thermophilum DSM 1495,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A759272,54,7128,7182,
211977,Aravan virus,211977,1,small-virus,uniprot-complete,weak-blast-match,211977,Aravan virus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A211977,4,1,5,
212663,Vibrio tasmaniensis,575788,1,bacterium,metaproteome,strong-blast-match,212663,Vibrio tasmaniensis,http://iedb.org/metaproteome/212663,382,4038,4420,
216465,Polaromonas naphthalenivorans,365044,2,bacterium,metaproteome,strong-blast-match,216465,Polaromonas naphthalenivorans,http://iedb.org/metaproteome/216465,312,4567,4879,
216816,Bifidobacterium longum,205913,3,bacterium,metaproteome,strong-blast-match,216816,Bifidobacterium longum,http://iedb.org/metaproteome/216816,302,1423,1725,
217686,Little cherry virus 1,217686,1,small-virus,genbank,weak-blast-match,217686,Little cherry virus 1,http://www.ncbi.nlm.nih.gov/genome/?term=txid217686[Organism:noexp],0,8,8,
219595,Cygnus cygnus (common whooper),219595,1,vertebrate,uniprot-misc,bcell-classifier,219595,Cygnus cygnus (common whooper),http://www.uniprot.org/uniprot/?query=taxonomy%3A219595,0,13,13,
220837,Cryptosporidium sp. MNJ-1,220837,2,other-eukaryote,uniprot-misc,strong-blast-match,220837,Cryptosporidium sp. MNJ-1,http://www.uniprot.org/uniprot/?query=taxonomy%3A220837,0,2,2,
222994,Thinopyrum ponticum x Triticum aestivum,222994,1,other-eukaryote,uniprot-misc,strong-blast-match,222994,Thinopyrum ponticum x Triticum aestivum,http://www.uniprot.org/uniprot/?query=taxonomy%3A222994,0,53,53,
223337,Tobacco leaf curl Zimbabwe virus,223337,1,small-virus,genbank,weak-blast-match,223337,Tobacco leaf curl Zimbabwe virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid223337[Organism:noexp],0,6,6,
226899,Grosmannia clavigera,655863,1,other-eukaryote,uniprot-reference,strong-blast-match,655863,Grosmannia clavigera kw1407,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A655863,3,8308,8311,
231455,Dyella japonica,231455,1,bacterium,uniprot-complete,strong-blast-match,1217721,Dyella japonica A8,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1217721,0,3810,3810,
237609,Pseudomonas alkylphenolia,237609,1,bacterium,metaproteome,strong-blast-match,237609,Pseudomonas alkylphenolia,http://iedb.org/metaproteome/237609,0,5119,5119,
237716,Khujand virus,237716,1,small-virus,genbank,weak-blast-match,237716,Khujand virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid237716[Organism:noexp],0,5,5,
237895,Cryptosporidium hominis,237895; 353151,4,other-eukaryote,,,,,,,,,storage/proteomes/genbank/353151.fasta (No such file or directory)
239984,Nocardiopsis ganjiahuensis,239984,1,bacterium,uniprot-misc,strong-blast-match,239984,Nocardiopsis ganjiahuensis,http://www.uniprot.org/uniprot/?query=taxonomy%3A239984,0,1,1,
240125,Mycobacterium parascrofulaceum,525368,321,bacterium,metaproteome,strong-blast-match,240125,Mycobacterium parascrofulaceum,http://iedb.org/metaproteome/240125,0,6453,6453,
240426,Squirrelpox virus,240426,1,large-virus,genbank,name-match,240426,Squirrelpox virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid240426[Organism:noexp],0,141,141,
246437,Tupaia chinensis (Chinese tree shrew),246437,1,vertebrate,uniprot-reference,bcell-classifier,246437,Tupaia chinensis (Chinese tree shrew),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A246437,0,20824,20824,
249583,Irkut virus,249583,1,small-virus,uniprot-complete,weak-blast-match,249583,Irkut virus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A249583,4,1,5,
252307,Robiginitalea biformata,313596,1,bacterium,metaproteome,strong-blast-match,252307,Robiginitalea biformata,http://iedb.org/metaproteome/252307,0,3211,3211,
257758,Streptococcus pseudopneumoniae,1054460,1,bacterium,uniprot-complete,strong-blast-match,1054460,Streptococcus pseudopneumoniae IS7493,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1054460,0,2235,2235,
259354,Desulfatibacillum alkenivorans (Desulfatibacillum alcenivorans),439235,1,bacterium,metaproteome,strong-blast-match,259354,Desulfatibacillum alkenivorans (Desulfatibacillum alcenivorans),http://iedb.org/metaproteome/259354,177,5021,5198,
261202,Alto Paraguay hantavirus,261202,1,small-virus,uniprot-misc,weak-blast-match,261202,Alto Paraguay hantavirus,http://www.uniprot.org/uniprot/?query=taxonomy%3A261202,0,4,4,
261204,Itapua hantavirus,261204,5,small-virus,uniprot-misc,weak-blast-match,261204,Itapua hantavirus,http://www.uniprot.org/uniprot/?query=taxonomy%3A261204,0,12,12,
261658,Dictyostelium fasciculatum,261658,1,other-eukaryote,uniprot-reference,strong-blast-match,1054147,Dictyostelium fasciculatum SH3,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1054147,0,12152,12152,
263511,Crocosphaera watsonii,165597,1,bacterium,metaproteome,strong-blast-match,263511,Crocosphaera watsonii,http://iedb.org/metaproteome/263511,0,5659,5659,
263815,Pneumocystis murina,263815,2,other-eukaryote,uniprot-reference,strong-blast-match,1069680,Pneumocystis murina B123,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1069680,0,3635,3635,
265619,Ornithodoros erraticus,265619,1,other-eukaryote,uniprot-misc,strong-blast-match,265619,Ornithodoros erraticus,http://www.uniprot.org/uniprot/?query=taxonomy%3A265619,0,1,1,
266779,Chelativorans sp. BNC1 ([Mesorhizobium] sp. BNC1),266779,4,bacterium,metaproteome,strong-blast-match,266779,Chelativorans sp. BNC1 ([Mesorhizobium] sp. BNC1),http://iedb.org/metaproteome/266779,345,4185,4530,
270478,Zantedeschia mild mosaic virus,270478,1,small-virus,genbank,weak-blast-match,270478,Zantedeschia mild mosaic virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid270478[Organism:noexp],0,2,2,
271108,Bombyx mori nucleopolyhedrovirus,271108,1,large-virus,genbank,name-match,271108,Bombyx mori nucleopolyhedrovirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid271108[Organism:noexp],0,141,141,
272131,Nostoc punctiforme,63737,2,bacterium,metaproteome,strong-blast-match,272131,Nostoc punctiforme,http://iedb.org/metaproteome/272131,323,6250,6573,
272636,Adeno-associated virus,272636,4,large-virus,uniprot-misc,name-match,272636,Adeno-associated virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A272636,0,113,113,
280240,Nocardiopsis baichengensis,280240,1,bacterium,uniprot-misc,strong-blast-match,280240,Nocardiopsis baichengensis,http://www.uniprot.org/uniprot/?query=taxonomy%3A280240,0,3,3,
286540,Soochong virus,286542,1,small-virus,uniprot-misc,weak-blast-match,286540,Soochong virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A286540,0,12,12,
288000,Bradyrhizobium sp. BTAi1,288000,1,bacterium,uniprot-complete,strong-blast-match,288000,Bradyrhizobium sp. BTAi1,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A288000,339,7228,7567,
290399,Arthrobacter sp. FB24,290399,2,bacterium,metaproteome,strong-blast-match,290399,Arthrobacter sp. FB24,http://iedb.org/metaproteome/290399,222,4231,4453,
292633,Dragon grouper nervous necrosis virus,292633,1,small-virus,uniprot-misc,weak-blast-match,292633,Dragon grouper nervous necrosis virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A292633,0,3,3,
296587,Micromonas commoda,296587,1,other-eukaryote,uniprot-reference,strong-blast-match,296587,Micromonas commoda,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A296587,6,10109,10115,
298653,Frankia sp. EAN1pec,298653,2,bacterium,metaproteome,strong-blast-match,298653,Frankia sp. EAN1pec,http://iedb.org/metaproteome/298653,175,6958,7133,
299811,Cloning vector pASK88-huHRS3-VH-EP3/1,299811,2,artificial,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
300180,Mopeia Lassa virus reassortant 29,300180,1,small-virus,genbank,weak-blast-match,300180,Mopeia Lassa virus reassortant 29,http://www.ncbi.nlm.nih.gov/genome/?term=txid300180[Organism:noexp],0,4,4,
301964,CY1014 virus,301964,1,small-virus,uniprot-misc,weak-blast-match,301964,CY1014 virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A301964,0,2,2,
304895,Catenulispora acidiphila,304895,1,bacterium,metaproteome,strong-blast-match,304895,Catenulispora acidiphila,http://iedb.org/metaproteome/304895,15,8894,8909,
305674,Deerpox virus W-848-83,305674,2,large-virus,uniprot-reference,name-match,305674,Deerpox virus W-848-83,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A305674,1,164,165,
307456,Autographa californica multiple nucleopolyhedrovirus,307456; 46015,2,large-virus,uniprot-reference,name-match,654904,Rachiplusia ou MNPV (strain R1),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A654904,3,146,149,
308159,Araucaria virus,308061; 308159,3,small-virus,uniprot-misc,weak-blast-match,308159,Araucaria virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A308159,0,9,9,
310542,Chimpanzee adenovirus,310542,1,virus,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
312185,Equine rhinitis B virus,168014; 312185; 47001,5,small-virus,uniprot-reference,weak-blast-match,650131,Equine rhinitis B virus 1 strain P1436/71,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A650131,0,1,1,
312306,Pseudomonas entomophila,384676,1,bacterium,uniprot-complete,strong-blast-match,384676,Pseudomonas entomophila L48,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A384676,500,4626,5126,
313589,Janibacter sp. HTCC2649,313589,1,bacterium,uniprot-complete,strong-blast-match,313589,Janibacter sp. HTCC2649,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A313589,0,4081,4081,
313627,Bacillus sp. NRRL B-14911,313627,2,bacterium,uniprot-complete,strong-blast-match,313627,Bacillus sp. NRRL B-14911,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A313627,0,5689,5689,
314262,Roseobacter sp. MED193,314262,1,bacterium,metaproteome,strong-blast-match,314262,Roseobacter sp. MED193,http://iedb.org/metaproteome/314262,0,4501,4501,
314275,Alteromonas mediterranea,314275,1,bacterium,uniprot-complete,strong-blast-match,1774373,Alteromonas mediterranea DE,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1774373,221,3714,3935,
315358,Spiroplasma eriocheiris,315358,1,bacterium,metaproteome,strong-blast-match,315358,Spiroplasma eriocheiris,http://iedb.org/metaproteome/315358,0,1180,1180,
316068,Leadbetterella byssophila,316068,1,bacterium,metaproteome,strong-blast-match,316068,Leadbetterella byssophila,http://iedb.org/metaproteome/316068,1,3428,3429,
316287,Ceratogyrus marshalli,316287,1,other-eukaryote,uniprot-misc,strong-blast-match,316287,Ceratogyrus marshalli,http://www.uniprot.org/uniprot/?query=taxonomy%3A316287,3,0,3,
322053,Konjac mosaic virus,322053,1,small-virus,genbank,weak-blast-match,322053,Konjac mosaic virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid322053[Organism:noexp],0,2,2,
324057,Paenibacillus sp. JDR-2,324057,1,bacterium,metaproteome,strong-blast-match,324057,Paenibacillus sp. JDR-2,http://iedb.org/metaproteome/324057,8,6202,6210,
329091,Cupressus torulosa,329091,1,other-eukaryote,uniprot-misc,strong-blast-match,329091,Cupressus torulosa,http://www.uniprot.org/uniprot/?query=taxonomy%3A329091,0,6,6,
329852,Enterobacteria phage MS2,12022; 329852,6,small-virus,uniprot-reference,weak-blast-match,329852,Enterobacteria phage MS2,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A329852,4,0,4,
329854,Bacteroides intestinalis,329854,1,bacterium,uniprot-complete,strong-blast-match,471870,Bacteroides intestinalis DSM 17393,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A471870,0,4894,4894,
332112,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,1095631,1,other-eukaryote,uniprot-complete,strong-blast-match,1095631,Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1095631,0,9076,9076,
332163,Candidatus Solibacter usitatus,234267,1,bacterium,metaproteome,strong-blast-match,332163,Candidatus Solibacter usitatus,http://iedb.org/metaproteome/332163,242,7519,7761,
332937,Chimpanzee alpha-1 herpesvirus,332937,1,large-virus,genbank,name-match,332937,Chimpanzee alpha-1 herpesvirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid332937[Organism:noexp],0,77,77,
333754,Alphapapillomavirus 10,10592; 31552; 10600; 10573; 10580,31,small-virus,uniprot-reference,weak-blast-match,10580,Human papillomavirus type 11,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A10580,9,0,9,
333757,Alphapapillomavirus 8,10615; 10620,3,small-virus,uniprot-complete,weak-blast-match,10620,Human papillomavirus type 7,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A10620,6,0,6,
333766,Alphapapillomavirus 13,333766,1,small-virus,uniprot-complete,weak-blast-match,333766,Alphapapillomavirus 13,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A333766,7,0,7,
333926,Gammapapillomavirus 1,10617,1,small-virus,uniprot-reference,weak-blast-match,10617,Human papillomavirus type 4,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A10617,7,0,7,
334203,Mupapillomavirus 1,10583; 334203,8,small-virus,uniprot-reference,weak-blast-match,10583,Human papillomavirus type 1a,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A10583,7,1,8,
334426,Angiostrongylus costaricensis (American rat lungworm),334426,1,other-eukaryote,uniprot-reference,strong-blast-match,334426,Angiostrongylus costaricensis (American rat lungworm),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A334426,0,13398,13398,
337039,Alphapapillomavirus 2,10614; 37111; 37112,3,small-virus,uniprot-complete,weak-blast-match,37111,Human papillomavirus type 28,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A37111,7,0,7,
337041,Alphapapillomavirus 9,333760; 10598; 10585; 10586; 10618; 10587,86,small-virus,uniprot-reference,weak-blast-match,333760,Human papillomavirus type 16,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A333760,8,0,8,
337042,Alphapapillomavirus 7,10593; 333761; 337042; 45240; 37115; 10588,29,small-virus,uniprot-complete,weak-blast-match,333761,Human papillomavirus type 18,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A333761,8,0,8,
337043,Alphapapillomavirus 4,337043; 333751,3,small-virus,uniprot-complete,weak-blast-match,10584,Human papillomavirus type 2a,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A10584,7,0,7,
337044,Alphapapillomavirus 5,37121; 333762; 10595,6,small-virus,uniprot-complete,weak-blast-match,10595,Human papillomavirus type 51,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A10595,8,0,8,
337048,Alphapapillomavirus 1,333763,1,small-virus,uniprot-complete,weak-blast-match,333763,Human papillomavirus type 32,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A333763,6,0,6,
337049,Alphapapillomavirus 11,51033,1,small-virus,uniprot-complete,weak-blast-match,333764,Human papillomavirus type 34,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A333764,6,0,6,
337050,Alphapapillomavirus 6,10596; 333765,3,small-virus,uniprot-complete,weak-blast-match,10596,Human papillomavirus type 56,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A10596,5,0,5,
337051,Betapapillomavirus 1,333923,1,small-virus,uniprot-reference,weak-blast-match,333923,Human papillomavirus type 5,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A333923,7,1,8,
337052,Deltapapillomavirus 4,10560; 337052; 10559,5,small-virus,uniprot-complete,weak-blast-match,10560,Bovine papillomavirus type 2,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A10560,10,0,10,
337090,"Chlorobium chlorochromatii (epibiont of the phototrophic consortium ""Chlorochromatium aggregatum"")",337090,1,bacterium,metaproteome,strong-blast-match,337090,"Chlorobium chlorochromatii (epibiont of the phototrophic consortium ""Chlorochromatium aggregatum"")",http://iedb.org/metaproteome/337090,295,1691,1986,
338188,Bacteroides finegoldii,483215,1,bacterium,uniprot-complete,strong-blast-match,483215,Bacteroides finegoldii DSM 17565,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A483215,0,4481,4481,
339268,Mycobacterium colombiense,1041522,215,bacterium,uniprot-complete,strong-blast-match,1041522,Mycobacterium colombiense CECT 3035,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1041522,0,5194,5194,
342409,White spot syndrome virus,92652,1,large-virus,uniprot-reference,name-match,654913,Shrimp white spot syndrome virus (isolate Tongan),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A654913,2,530,532,
348604,Enterobacteria phage T4 sensu lato,10665; 857277,4,large-virus,uniprot-reference,name-match,10665,Enterobacteria phage T4,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A10665,268,5,273,
351073,Mammalian orthoreovirus,351073,1,small-virus,uniprot-reference,weak-blast-match,10884,Mammalian orthoreovirus 1 Lang,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A10884,11,0,11,
351745,Shewanella sp. W3-18-1,351745,1,bacterium,uniprot-complete,strong-blast-match,351745,Shewanella sp. W3-18-1,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A351745,437,3570,4007,
358400,Sangassou virus,358400,4,small-virus,uniprot-misc,weak-blast-match,358400,Sangassou virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A358400,0,9,9,
358764,Border disease virus <species>,311415,1,small-virus,genbank,weak-blast-match,358764,Border disease virus <species>,http://www.ncbi.nlm.nih.gov/genome/?term=txid358764[Organism:noexp],0,1,1,
360549,Themiste hennahi,360549,1,other-eukaryote,uniprot-misc,strong-blast-match,360549,Themiste hennahi,http://www.uniprot.org/uniprot/?query=taxonomy%3A360549,2,2,4,
368445,Crocodilepox virus,368445,2,virus,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
369960,Porcine type-C oncovirus,61673; 194959,5,large-virus,uniprot-misc,name-match,369960,Porcine type-C oncovirus,http://www.uniprot.org/uniprot/?query=taxonomy%3A369960,0,145,145,
370405,Gallionella capsiferriformans,395494,1,bacterium,metaproteome,strong-blast-match,370405,Gallionella capsiferriformans,http://iedb.org/metaproteome/370405,2,2851,2853,
374810,Enterobacteria phage 933W sensu lato,10730,1,large-virus,uniprot-complete,name-match,254397,Enterobacteria phage 2851,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A254397,0,75,75,
374838,Reinekea blandensis,314283,1,bacterium,metaproteome,strong-blast-match,374838,Reinekea blandensis,http://iedb.org/metaproteome/374838,0,4236,4236,
374840,Enterobacteria phage phiX174 sensu lato,10847,1,small-virus,uniprot-reference,weak-blast-match,1217068,Enterobacteria phage phiX174 isolate Sanger,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1217068,10,0,10,
376805,Bacteroides salanitronis,667015,1,bacterium,metaproteome,strong-blast-match,376805,Bacteroides salanitronis,http://iedb.org/metaproteome/376805,0,3608,3608,
386056,Paraburkholderia ferrariae,386056,1,bacterium,uniprot-misc,strong-blast-match,386056,Paraburkholderia ferrariae,http://www.uniprot.org/uniprot/?query=taxonomy%3A386056,0,8,8,
387093,Sulfurovum sp. NBC37-1,387093,1,bacterium,metaproteome,strong-blast-match,387093,Sulfurovum sp. NBC37-1,http://iedb.org/metaproteome/387093,239,2194,2433,
388634,Bombyx mandarina nuclear polyhedrosis virus,388634,1,small-virus,uniprot-misc,weak-blast-match,388634,Bombyx mandarina nuclear polyhedrosis virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A388634,0,1,1,
389657,Corynebacterium pekinense,389657,1,bacterium,uniprot-misc,strong-blast-match,389657,Corynebacterium pekinense,http://www.uniprot.org/uniprot/?query=taxonomy%3A389657,0,13,13,
392734,Terriglobus roseus,392734,1,bacterium,metaproteome,strong-blast-match,392734,Terriglobus roseus,http://iedb.org/metaproteome/392734,0,3936,3936,
393662,Congregibacter litoralis,314285,1,bacterium,metaproteome,strong-blast-match,393662,Congregibacter litoralis,http://iedb.org/metaproteome/393662,0,3868,3868,
408580,Bacillus coahuilensis,441769,1,bacterium,uniprot-complete,strong-blast-match,1150625,Bacillus coahuilensis p1.1.43,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1150625,0,3184,3184,
410072,Coprococcus comes,410072,1,bacterium,uniprot-complete,strong-blast-match,470146,Coprococcus comes ATCC 27758,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A470146,0,3907,3907,
420521,Expression vector pNIC-NHT-CF,420521,1,artificial,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
425088,Tanganya virus,425088,1,small-virus,uniprot-misc,weak-blast-match,425088,Tanganya virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A425088,0,2,2,
429338,Cloning vector pD-MAL1,429338,1,artificial,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
430511,Juquitiba virus,430511,1,small-virus,uniprot-misc,weak-blast-match,430511,Juquitiba virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A430511,0,19,19,
452646,Neovison vison (mink),452646,2,vertebrate,uniprot-misc,bcell-classifier,452646,Neovison vison (mink),http://www.uniprot.org/uniprot/?query=taxonomy%3A452646,23,16214,16237,
453927,Juniperus formosana,453927,1,other-eukaryote,uniprot-misc,strong-blast-match,453927,Juniperus formosana,http://www.uniprot.org/uniprot/?query=taxonomy%3A453927,0,22,22,
465541,Streptomyces sp. Mg1,465541,1,bacterium,metaproteome,strong-blast-match,465541,Streptomyces sp. Mg1,http://iedb.org/metaproteome/465541,0,7098,7098,
469793,uncultured Chlamydophila sp.,469793,1,bacterium,uniprot-misc,strong-blast-match,469793,uncultured Chlamydophila sp.,http://www.uniprot.org/uniprot/?query=taxonomy%3A469793,0,5,5,
471223,Geobacillus sp. WCH70,471223,2,bacterium,metaproteome,strong-blast-match,471223,Geobacillus sp. WCH70,http://iedb.org/metaproteome/471223,346,2702,3048,
482957,Burkholderia lata,482957,5,bacterium,uniprot-complete,strong-blast-match,482957,Burkholderia lata,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A482957,474,7241,7715,
487797,Flavobacteria bacterium MS024-3C,487797,1,bacterium,metaproteome,strong-blast-match,487797,Flavobacteria bacterium MS024-3C,http://iedb.org/metaproteome/487797,0,1382,1382,
488177,Triticum aestivum x Lophopyrum elongatum,488177,1,other-eukaryote,uniprot-misc,strong-blast-match,488177,Triticum aestivum x Lophopyrum elongatum,http://www.uniprot.org/uniprot/?query=taxonomy%3A488177,0,32,32,
493803,Merkel cell polyomavirus,493803,4,small-virus,genbank,weak-blast-match,493803,Merkel cell polyomavirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid493803[Organism:noexp],0,5,5,
499556,Chapare mammarenavirus,499556,1,small-virus,uniprot-complete,weak-blast-match,499556,Chapare mammarenavirus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A499556,4,0,4,
549169,Pseudogulbenkiania ferrooxidans,549169,1,bacterium,uniprot-complete,strong-blast-match,279714,Pseudogulbenkiania ferrooxidans 2002,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A279714,0,3924,3924,
551760,Aromatoleum aromaticum,76114,1,bacterium,metaproteome,strong-blast-match,551760,Aromatoleum aromaticum,http://iedb.org/metaproteome/551760,413,4070,4483,
565995,Bundibugyo ebolavirus,565995,4,small-virus,genbank,weak-blast-match,565995,Bundibugyo ebolavirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid565995[Organism:noexp],0,9,9,
566466,gamma proteobacterium NOR5-3,566466,1,bacterium,uniprot-complete,strong-blast-match,566466,gamma proteobacterium NOR5-3,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A566466,0,3665,3665,
571800,Psychrobacter sp. G,571800,1,bacterium,uniprot-complete,strong-blast-match,571800,Psychrobacter sp. G,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A571800,0,2611,2611,
571949,Encephalitozoon romaleae,1178016,1,other-eukaryote,uniprot-complete,strong-blast-match,1178016,Encephalitozoon romaleae SJ-2008,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1178016,0,1826,1826,
573569,Francisella sp. TX077308,573569,1,bacterium,uniprot-complete,strong-blast-match,573569,Francisella sp. TX077308,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A573569,2,1973,1975,
580165,Bacillus cytotoxicus,315749,3,bacterium,metaproteome,strong-blast-match,580165,Bacillus cytotoxicus,http://iedb.org/metaproteome/580165,434,3406,3840,
630277,Tarsius lariang (Lariang tarsier),630277,1,vertebrate,uniprot-misc,bcell-classifier,630277,Tarsius lariang (Lariang tarsier),http://www.uniprot.org/uniprot/?query=taxonomy%3A630277,0,9,9,
645161,Human bocavirus 4,645161,1,small-virus,uniprot-misc,weak-blast-match,645161,Human bocavirus 4,http://www.uniprot.org/uniprot/?query=taxonomy%3A645161,0,8,8,
647221,Plasmodium gaboni,647221,1,other-eukaryote,uniprot-complete,strong-blast-match,647221,Plasmodium gaboni,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A647221,0,5355,5355,
