Species Key	Species ID	Species Label	Active Taxa	Group
28295-Porcine-epidemic-diarrhea-virus-porcine-epidemic-diarrhoea-virus	28295	Porcine epidemic diarrhea virus (porcine epidemic diarrhoea virus)	10002313, 10002691, 10002901, 10002000, 10002802, 229032, 28295	virus
28300-Heron-hepatitis-B-virus-heron-hepatitis-virus	28300	Heron hepatitis B virus (heron hepatitis virus)	28300	virus
28327-Murine-rotavirus	28327	Murine rotavirus	70865, 28327	virus
28375-Soil-borne-wheat-mosaic-virus	28375	Soil-borne wheat mosaic virus	28375	virus
28446-Anaerotignum-propionicum	28446	Anaerotignum propionicum	28446	bacterium
28448-Komagataeibacter-xylinus	28448	Komagataeibacter xylinus	28448	bacterium
28450-Burkholderia-pseudomallei	28450	Burkholderia pseudomallei	320372, 320374, 272560, 425067, 357348, 441159, 331978, 360118, 28450, 441160, 320373, 441158	bacterium
28479-Phalaris-aquatica-canary-grass	28479	Phalaris aquatica (canary grass)	28479	plant
28869-Ovine-respiratory-syncytial-virus-ovine-respiratory-syncytial-virus-ORSV	28869	Ovine respiratory syncytial virus (ovine respiratory syncytial virus ORSV)	28869	virus
28871-Taterapox-virus-Tatera-gerbilpox-virus	28871	Taterapox virus (Tatera gerbilpox virus)	28871	virus
28873-Camelpox-virus	28873	Camelpox virus	28873, 203174, 203173, 203172	virus
28875-Rotavirus-A-Group-A-rotaviruses	28875	Rotavirus A (Group A rotaviruses)	10934, 374507, 10941, 10950, 10927, 31569, 10919, 10962, 444185, 1835656, 73036, 10002082, 10923, 10917, 10957, 10001216, 408598, 94432, 578831, 697298, 10933, 444186, 10960, 36439, 10001215, 10958, 72132, 10952, 37137, 408599, 195700, 28875, 35336, 10915	virus
28901-Salmonella-enterica	28901	Salmonella enterica	10001570, 59202, 28142, 119912, 10001492, 98360, 423368, 596, 440534, 272989, 497977, 10000743, 209261, 10000554, 220341, 28901, 85569, 554290, 59203, 216597, 48409, 321314, 10000738, 59201, 10000739, 10000742, 10001493, 1016998, 54388, 286783, 149539, 59205, 439847, 439843, 10001526, 90370, 99287, 90371, 611, 10000740, 10001569, 497976, 605, 41514, 295319, 29477, 10002287	bacterium
28903-Mycoplasmopsis-bovis	28903	Mycoplasmopsis bovis	28903	bacterium
28909-Cynodon-dactylon-Bermuda-grass	28909	Cynodon dactylon (Bermuda grass)	28909	plant
29073-Ursus-maritimus-polar-bear	29073	Ursus maritimus (polar bear)	29073	vertebrate
29159-Crassostrea-gigas-Pacific-oyster	29159	Crassostrea gigas (Pacific oyster)	29159	other-eukaryote
29170-Ancylostoma-caninum-dog-hookworm	29170	Ancylostoma caninum (dog hookworm)	29170	other-eukaryote
29176-Neospora-caninum	29176	Neospora caninum	29176, 572307	other-eukaryote
29271-Dasheen-mosaic-virus-Dasheen-mosaic-potyvirus	29271	Dasheen mosaic virus (Dasheen mosaic potyvirus)	29271	virus
29292-Pyrococcus-abyssi	29292	Pyrococcus abyssi	29292	archeobacterium
29320-Paenarthrobacter-nicotinovorans-Arthrobacter-nicotinivorans	29320	Paenarthrobacter nicotinovorans (Arthrobacter nicotinivorans)	29320	bacterium
29355-Ruminiclostridium-cellobioparum	29355	Ruminiclostridium cellobioparum	29355	bacterium
29362-Ruminiclostridium-papyrosolvens	29362	Ruminiclostridium papyrosolvens	29362	bacterium
29380-Staphylococcus-caprae	29380	Staphylococcus caprae	29380	bacterium
29388-Staphylococcus-capitis	29388	Staphylococcus capitis	29388	bacterium
29430-Acinetobacter-haemolyticus	29430	Acinetobacter haemolyticus	10001530, 29430, 10001531	bacterium
29438-Pseudomonas-savastanoi	29438	Pseudomonas savastanoi	29438, 10001697, 319	bacterium
29442-Pseudomonas-tolaasii	29442	Pseudomonas tolaasii	29442	bacterium
29447-Xanthomonas-albilineans	29447	Xanthomonas albilineans	29447	bacterium
29459-Brucella-melitensis	29459	Brucella melitensis	703352, 224914, 520464, 29459	bacterium
29461-Brucella-suis-Brucella-melitensis-bv-Suis	29461	Brucella suis (Brucella melitensis bv. Suis)	204722, 29461, 470137	bacterium
29466-Veillonella-parvula	29466	Veillonella parvula	29466	bacterium
29484-Yersinia-frederiksenii	29484	Yersinia frederiksenii	349966	bacterium
29497-Vibrio-splendidus	29497	Vibrio splendidus	314291	bacterium
29507-Leptospira-kirschneri	29507	Leptospira kirschneri	29507	bacterium
29518-Borreliella-afzelii	29518	Borreliella afzelii	29518, 390236	bacterium
29519-Borreliella-garinii	29519	Borreliella garinii	10000530, 29519	bacterium
29523-Bacteroides-sp	29523	Bacteroides sp.	29523	bacterium
29543-Pelobacter-propionicus	29543	Pelobacter propionicus	338966	bacterium
29575-Taylorella-equigenitalis	29575	Taylorella equigenitalis	743973	bacterium
29661-Anthoxanthum-odoratum	29661	Anthoxanthum odoratum	29661	plant
29679-Holcus-lanatus-velvet-grass	29679	Holcus lanatus (velvet grass)	29679	plant
29715-Ambrosia-psilostachya	29715	Ambrosia psilostachya	29715	plant
29760-Vitis-vinifera-wine-grape	29760	Vitis vinifera (wine grape)	29760	plant
29780-Mangifera-indica-mango	29780	Mangifera indica (mango)	29780	plant
29908-Sporothrix-schenckii	29908	Sporothrix schenckii	29908	other-eukaryote
29916-Fusarium-sp-Albonectria-sp	29916	Fusarium sp. (Albonectria sp.)	29916	other-eukaryote
29918-Cladosporium-herbarum-Dematium-vulgare	29918	Cladosporium herbarum (Dematium vulgare)	29918	other-eukaryote
29960-Penaeus-indicus	29960	Penaeus indicus	29960	other-eukaryote
30011-Pyrophorus-plagiophthalamus	30011	Pyrophorus plagiophthalamus	30011	other-eukaryote
30069-Anopheles-stephensi-Asian-malaria-mosquito	30069	Anopheles stephensi (Asian malaria mosquito)	30069	other-eukaryote
30215-Vespula-vidua	30215	Vespula vidua	30215	other-eukaryote
30522-Bos-indicus-x-Bos-taurus-hybrid-cattle	30522	Bos indicus x Bos taurus (hybrid cattle)	30522	vertebrate
30538-Vicugna-pacos-alpaca	30538	Vicugna pacos (alpaca)	30538	vertebrate
31276-Perkinsus-marinus	31276	Perkinsus marinus	31276	other-eukaryote
31330-Ephydatia-fluviatilis	31330	Ephydatia fluviatilis	31330	other-eukaryote
31604-Small-ruminant-morbillivirus-Pseudorinderpest-virus	31604	Small ruminant morbillivirus (Pseudorinderpest virus)	10001020, 10000532, 10002123, 2593991	virus
31721-Beet-necrotic-yellow-vein-virus-Beet-necrotic-yellow-vein-mosaic-virus	31721	Beet necrotic yellow vein virus (Beet necrotic yellow vein mosaic virus)	31721	virus
32025-Helicobacter-hepaticus	32025	Helicobacter hepaticus	235279, 32025	bacterium
32049-Synechococcus-sp-PCC-7002-Agmenellum-quadruplicatum-PR-6	32049	Synechococcus sp. PCC 7002 (Agmenellum quadruplicatum PR-6)	32049	bacterium
32201-Carya-illinoinensis-pecan	32201	Carya illinoinensis (pecan)	32201	plant
32278-Metapenaeus-ensis	32278	Metapenaeus ensis	32278	other-eukaryote
32603-Human-betaherpesvirus-6A-Human-herpesvirus-6A	32603	Human betaherpesvirus 6A (Human herpesvirus 6A)	10369, 32603, 10370	virus
32604-Human-betaherpesvirus-6B-Human-herpes-virus-6B	32604	Human betaherpesvirus 6B (Human herpes virus 6B)	32604, 36351, 10000535	virus
32644-Unidentified	32644	Unidentified	32644	other
33025-Phascolarctobacterium-faecium	33025	Phascolarctobacterium faecium	33025	bacterium
33039-Mediterraneibacter-torques	33039	Mediterraneibacter torques	33039	bacterium
33060-Yersinia-mollaretii	33060	Yersinia mollaretii	349967	bacterium
33069-Pseudomonas-viridiflava	33069	Pseudomonas viridiflava	33069	bacterium
33075-Acidobacterium-capsulatum	33075	Acidobacterium capsulatum	33075	bacterium
33127-Parietaria-judaica	33127	Parietaria judaica	33127	plant
33178-Aspergillus-terreus	33178	Aspergillus terreus	33178, 341663	other-eukaryote
33708-Murid-gammaherpesvirus-4-Murid-herpesvirus-4	33708	Murid gammaherpesvirus 4 (Murid herpesvirus 4)	10000537, 1440122, 33708, 10000536	virus
33934-Anoxybacillus-flavithermus	33934	Anoxybacillus flavithermus	33934	bacterium
33940-Geobacillus-thermodenitrificans	33940	Geobacillus thermodenitrificans	420246	bacterium
33959-Lactobacillus-johnsonii	33959	Lactobacillus johnsonii	10001913, 33959	bacterium
33989-Rickettsia-amblyommatis	33989	Rickettsia amblyommatis	33989	bacterium
33990-Rickettsia-bellii	33990	Rickettsia bellii	33990, 391896, 336407	bacterium
34245-Zinnia-elegans-garden-zinnia	34245	Zinnia elegans (garden zinnia)	34245	plant
34610-Amblyomma-variegatum-tropical-bont-tick	34610	Amblyomma variegatum (tropical bont tick)	34610	other-eukaryote
34613-Ixodes-ricinus-castor-bean-tick	34613	Ixodes ricinus (castor bean tick)	34613	other-eukaryote
34631-Rhipicephalus-appendiculatus	34631	Rhipicephalus appendiculatus	34631	other-eukaryote
34632-Rhipicephalus-sanguineus-brown-dog-tick	34632	Rhipicephalus sanguineus (brown dog tick)	34632	other-eukaryote
34828-Eulemur-mongoz-mongoose-lemur	34828	Eulemur mongoz (mongoose lemur)	34828	vertebrate
34862-Otospermophilus-beecheyi-California-ground-squirrel	34862	Otospermophilus beecheyi (California ground squirrel)	34862	vertebrate
35241-Lactococcus-phage-Tuc2009-Bacteriophage-Tuc2009	35241	Lactococcus phage Tuc2009 (Bacteriophage Tuc2009)	35241	virus
35258-Lambdapapillomavirus-2-Canine-oral-papillomavirus	35258	Lambdapapillomavirus 2 (Canine oral papillomavirus)	35258	virus
35269-Woodchuck-hepatitis-virus-Woodchuck-hepatitis-B-virus	35269	Woodchuck hepatitis virus (Woodchuck hepatitis B virus)	10430, 35269, 341946, 10433	virus
35275-Murine-endogenous-retrovirus-Murine-endogenous-virus-EMV-1	35275	Murine endogenous retrovirus (Murine endogenous virus EMV-1)	35275	virus
35288-Grapevine-virus-A	35288	Grapevine virus A	35288	virus
35297-Striped-jack-nervous-necrosis-virus	35297	Striped jack nervous necrosis virus	35297	virus
35345-Lactococcus-phage-TP901-1-Bacteriophage-TP901-1	35345	Lactococcus phage TP901-1 (Bacteriophage TP901-1)	35345	virus
35670-Naja-naja-Indian-cobra	35670	Naja naja (Indian cobra)	35670	vertebrate
35725-Macrophomina-phaseolina-charcoal-rot	35725	Macrophomina phaseolina (charcoal rot)	1126212, 35725	other-eukaryote
35788-Rickettsia-africae	35788	Rickettsia africae	35788	bacterium
35791-Rickettsia-massiliae	35791	Rickettsia massiliae	35791, 416276	bacterium
35792-Rickettsia-parkeri	35792	Rickettsia parkeri	35792	bacterium
35793-Rickettsia-sibirica	35793	Rickettsia sibirica	272951, 35793	bacterium
35795-Ehrlichia-muris	35795	Ehrlichia muris	35795	bacterium
35797-Nitrococcus-mobilis	35797	Nitrococcus mobilis	314278	bacterium
35818-Helicobacter-pullorum	35818	Helicobacter pullorum	35818	bacterium
36080-Mucor-circinelloides	36080	Mucor circinelloides	36080	other-eukaryote
36087-Trichuris-trichiura-human-whipworm	36087	Trichuris trichiura (human whipworm)	36087	other-eukaryote
36427-Rotavirus-C-Group-C-rotaviruses	36427	Rotavirus C (Group C rotaviruses)	101350	virus
36470-Streptococcus-sp-group-A	36470	Streptococcus sp. 'group A'	36470	bacterium
36596-Prunus-armeniaca-apricot	36596	Prunus armeniaca (apricot)	36596	plant
36809-Mycobacteroides-abscessus	36809	Mycobacteroides abscessus	1198627, 36809	bacterium
36845-Clostridium-intestinale	36845	Clostridium intestinale	36845	bacterium
36855-Brucella-canis-Brucella-melitensis-bv-Canis	36855	Brucella canis (Brucella melitensis bv. Canis)	36855, 483179	bacterium
36911-Clavispora-lusitaniae-Clavispora-imtechensis-nom,-inval	36911	Clavispora lusitaniae (Clavispora imtechensis (nom, inval.))	36911	other-eukaryote
36914-Lodderomyces-elongisporus	36914	Lodderomyces elongisporus	36914	other-eukaryote
36936-Lepidoglyphus-destructor	36936	Lepidoglyphus destructor	36936	other-eukaryote
37124-Chikungunya-virus	37124	Chikungunya virus	10002696, 10001997, 10002695, 371094, 10002197, 10002694, 10002144, 37124, 10001934, 371095	virus
37128-Potato-mop-top-virus-Potato-mop-top-virus	37128	Potato mop-top virus (Potato mop top virus)	37128	virus
37207-Rio-Segundo-hantavirus-Reithrodontomys-mexicanus-hantavirus	37207	Rio Segundo hantavirus (Reithrodontomys mexicanus hantavirus)	37207	virus
37296-Human-gammaherpesvirus-8-Human-herpesvirus-8	37296	Human gammaherpesvirus 8 (Human herpesvirus 8)	37296	virus
37326-Nocardia-brasiliensis-Nocardia-brasilensis	37326	Nocardia brasiliensis (Nocardia brasilensis)	37326	bacterium
37329-Nocardia-farcinica	37329	Nocardia farcinica	37329	bacterium
37332-Nocardia-seriolae	37332	Nocardia seriolae	37332	bacterium
37347-Tupaia-belangeri-common-tree-shrew	37347	Tupaia belangeri (common tree shrew)	37347	vertebrate
37682-Aegilops-tauschii	37682	Aegilops tauschii	37682	plant
37734-Enterococcus-casseliflavus	37734	Enterococcus casseliflavus	37734	bacterium
37769-Cryptococcus-gattii-VGI	37769	Cryptococcus gattii VGI	37769	other-eukaryote
38020-marmosets	38020	marmosets	38020	vertebrate
38033-Chaetomium-globosum	38033	Chaetomium globosum	38033	other-eukaryote
38170-Avian-orthoreovirus-Avian-reovirus	38170	Avian orthoreovirus (Avian reovirus)	38171, 253446, 10001918, 77153, 10002816, 10002815	virus
38289-Corynebacterium-jeikeium	38289	Corynebacterium jeikeium	38289	bacterium
38323-Bartonella-henselae	38323	Bartonella henselae	38323, 283166	bacterium
38873-Fraxinus-excelsior-European-ash	38873	Fraxinus excelsior (European ash)	38873	plant
39152-Methanococcus-maripaludis	39152	Methanococcus maripaludis	267377, 39152	archeobacterium
39414-Plantago-lanceolata-narrow-leaved-plantain	39414	Plantago lanceolata (narrow-leaved plantain)	39414	plant
39483-Faecalitalea-cylindroides	39483	Faecalitalea cylindroides	39483	bacterium
39584-Juniperus-virginiana-red-cedar	39584	Juniperus virginiana (red cedar)	39584	plant
39778-Veillonella-dispar	39778	Veillonella dispar	39778	bacterium
39803-Qubevirus-durum-Allolevivirus-subgroup-III	39803	Qubevirus durum (Allolevivirus subgroup III)	39803	virus
39950-Dialister-pneumosintes	39950	Dialister pneumosintes	39950	bacterium
40050-African-horse-sickness-virus-African-horse-sickness-group	40050	African horse sickness virus (African horse sickness group)	36421, 117204	virus
40051-Bluetongue-virus-Bluetongue-virus-group	40051	Bluetongue virus (Bluetongue virus group)	94966, 45029, 35330, 10906, 197780, 35331, 94967, 10002027, 35327, 35329, 33718, 10903, 10904, 10002006, 10900, 10002028, 33717, 40051	virus
40214-Acinetobacter-johnsonii	40214	Acinetobacter johnsonii	40214	bacterium
40216-Acinetobacter-radioresistens	40216	Acinetobacter radioresistens	40216	bacterium
40324-Stenotrophomonas-maltophilia	40324	Stenotrophomonas maltophilia	40324	bacterium
40697-Blomia-tropicalis	40697	Blomia tropicalis	40697	other-eukaryote
40834-Borrelia-duttonii	40834	Borrelia duttonii	412419	bacterium
41997-Enterococcus-saccharolyticus	41997	Enterococcus saccharolyticus	41997	bacterium
42097-Isla-Vista-hantavirus-Isla-Vista-virus	42097	Isla Vista hantavirus (Isla Vista virus)	42097	virus
42229-Prunus-avium-gean	42229	Prunus avium (gean)	42229	plant
42345-Phoenix-dactylifera-date-palm	42345	Phoenix dactylifera (date palm)	42345	plant
42358-Hantavirus-Monongahela-3	42358	Hantavirus Monongahela-3	42358	virus
42374-Candida-dubliniensis	42374	Candida dubliniensis	42374	other-eukaryote
42862-Rickettsia-felis	42862	Rickettsia felis	42862, 315456	bacterium
43304-Mycolicibacterium-peregrinum	43304	Mycolicibacterium peregrinum	43304	bacterium
43335-Populus-alba-abele	43335	Populus alba (abele)	43335	plant
43763-Redspotted-grouper-nervous-necrosis-virus-Grouper-nervous-necrosis-virus	43763	Redspotted grouper nervous necrosis virus (Grouper nervous necrosis virus)	292633, 43763	virus
43765-Corynebacterium-amycolatum	43765	Corynebacterium amycolatum	43765	bacterium
43767-Prescottella-equi	43767	Prescottella equi	43767	bacterium
43853-Toxicodendron-radicans-eastern-poison-ivy	43853	Toxicodendron radicans (eastern poison ivy)	43853	plant
44001-Caldicellulosiruptor-saccharolyticus	44001	Caldicellulosiruptor saccharolyticus	351627	bacterium
44088-Canarypox-virus-Avipoxvirus-clade-B1	44088	Canarypox virus (Avipoxvirus clade B1)	44088	virus
44271-Leishmania-chagasi	44271	Leishmania chagasi	44271	other-eukaryote
44386-Haemaphysalis-longicornis-longhorned-tick	44386	Haemaphysalis longicornis (longhorned tick)	44386	other-eukaryote
44689-Dictyostelium-discoideum	44689	Dictyostelium discoideum	44689	other-eukaryote
44755-New-York-hantavirus-New-York-virus	44755	New York hantavirus (New York virus)	44755	virus
45455-Macacine-gammaherpesvirus-4-Cercopithecine-herpesvirus-15	45455	Macacine gammaherpesvirus 4 (Cercopithecine herpesvirus 15)	45455	virus
45582-Candida-saitoana	45582	Candida saitoana	45582	other-eukaryote
45617-Human-endogenous-retrovirus-K-HERV-K-provirus	45617	Human endogenous retrovirus K (HERV-K provirus)	45617, 64382	virus
46221-Porcine-circovirus	46221	Porcine circovirus	46221	virus
46457-Cycloclasticus-oligotrophus	46457	Cycloclasticus oligotrophus	46457	bacterium
46472-Aspergillus-versicolor	46472	Aspergillus versicolor	46472	other-eukaryote
46503-Parabacteroides-merdae	46503	Parabacteroides merdae	46503	bacterium
46506-Bacteroides-stercoris	46506	Bacteroides stercoris	46506	bacterium
46681-Entamoeba-dispar	46681	Entamoeba dispar	370354	other-eukaryote
46771-Simian-virus-12-Baboon-polyomavirus-1	46771	Simian virus 12 (Baboon polyomavirus 1)	46771	virus
46835-Fasciola-gigantica	46835	Fasciola gigantica	46835	other-eukaryote
46920-Rio-Mamore-hantavirus-Rio-Mamore-virus	46920	Rio Mamore hantavirus (Rio Mamore virus)	46920, 379963	virus
47000-Equine-rhinitis-A-virus-Equine-Rhinovirus-type-1	47000	Equine rhinitis A virus (Equine Rhinovirus type 1)	10000835, 47000	virus
47466-Borrelia-miyamotoi	47466	Borrelia miyamotoi	47466	bacterium
47770-Lactobacillus-crispatus	47770	Lactobacillus crispatus	47770	bacterium
47845-Brachybacterium-alimentarium	47845	Brachybacterium alimentarium	47845	bacterium
47877-Pseudomonas-amygdali	47877	Pseudomonas amygdali	129138, 10001698, 10001700	bacterium
47929-Macacine-betaherpesvirus-3-Cercopithecine-herpesvirus-8	47929	Macacine betaherpesvirus 3 (Cercopithecine herpesvirus 8)	103930, 47929	virus
48483-Reclinomonas-americana	48483	Reclinomonas americana	48483	other-eukaryote
48935-Novosphingobium-aromaticivorans	48935	Novosphingobium aromaticivorans	48935	bacterium
49011-Hesperocyparis-arizonica	49011	Hesperocyparis arizonica	49011	plant
49338-Desulfitobacterium-hafniense	49338	Desulfitobacterium hafniense	272564	bacterium
49511-Piper-longum	49511	Piper longum	49511	plant
49827-Glycyrrhiza-glabra	49827	Glycyrrhiza glabra	49827	plant
51022-Ancylostoma-duodenale	51022	Ancylostoma duodenale	51022	other-eukaryote
51031-Necator-americanus-New-World-hookworm	51031	Necator americanus (New World hookworm)	51031	other-eukaryote
51240-Juglans-regia-English-walnut	51240	Juglans regia (English walnut)	51240	plant
53182-Feline-foamy-virus-Feline-syncytial-virus	53182	Feline foamy virus (Feline syncytial virus)	53182	virus
53326-Ancylostoma-ceylanicum	53326	Ancylostoma ceylanicum	53326	other-eukaryote
53432-Nocardia-uniformis	53432	Nocardia uniformis	96045	bacterium
53751-Echinacea-purpurea	53751	Echinacea purpurea	53751	plant
54390-Micrurus-corallinus-painted-coral-snake	54390	Micrurus corallinus (painted coral snake)	54390	vertebrate
54736-Salmonella-bongori	54736	Salmonella bongori	54736	bacterium
55194-Malassezia-furfur-Pityriasis-Tinea-versicolor-infection-agent	55194	Malassezia furfur (Pityriasis (Tinea) versicolor infection agent)	55194	other-eukaryote
55513-Pistacia-vera-pistachio	55513	Pistacia vera (pistachio)	55513	plant
55518-Magnetospirillum-gryphiswaldense	55518	Magnetospirillum gryphiswaldense	431944	bacterium
55601-Vibrio-anguillarum	55601	Vibrio anguillarum	55601	bacterium
55635-Inula-helenium-elecampane	55635	Inula helenium (elecampane)	55635	plant
55951-Grapevine-leafroll-associated-virus-3-Grape-leafroll-associated-virus-3	55951	Grapevine leafroll-associated virus 3 (Grape leafroll-associated virus-3)	55951	virus
56636-Aeropyrum-pernix	56636	Aeropyrum pernix	56636	archeobacterium
56665-Fusarium-kyushuense	56665	Fusarium kyushuense	56665	other-eukaryote
57068-Acanthisitta-chloris-rifleman	57068	Acanthisitta chloris (rifleman)	57068	vertebrate
57282-Human-endogenous-retrovirus-H	57282	Human endogenous retrovirus H	57282	virus
57372-Mycoplasma-suis	57372	Mycoplasma suis	57372	bacterium
57667-Simian-Human-immunodeficiency-virus-SIV_HIV	57667	Simian-Human immunodeficiency virus (SIV/HIV)	57667	virus
57975-Burkholderia-thailandensis	57975	Burkholderia thailandensis	57975	bacterium
58029-Cephalotaxus-harringtonia-Cephalotaxus-harringtonii	58029	Cephalotaxus harringtonia (Cephalotaxus harringtonii)	58029	plant
58216-Loxosceles-gaucho	58216	Loxosceles gaucho	58216	other-eukaryote
58217-Loxosceles-laeta	58217	Loxosceles laeta	58217	other-eukaryote
58218-Loxosceles-intermedia	58218	Loxosceles intermedia	58218	other-eukaryote
58291-Rhizopus-microsporus	58291	Rhizopus microsporus	58291	other-eukaryote
58866-Secale-strictum	58866	Secale strictum	37731	plant
58933-Triticum-spelta-spelt	58933	Triticum spelta (spelt)	279889	plant
59300-Getah-virus	59300	Getah virus	59300	virus
59301-Mayaro-virus	59301	Mayaro virus	59301	virus
59538-Pantholops-hodgsonii-Tibetan-antelope	59538	Pantholops hodgsonii (Tibetan antelope)	59538	vertebrate
59729-Taeniopygia-guttata-zebra-finch	59729	Taeniopygia guttata (zebra finch)	59729	vertebrate
59779-Paracoccus-marcusii	59779	Paracoccus marcusii	59779	bacterium
59799-Angomonas-deanei	59799	Angomonas deanei	59799	other-eukaryote
60189-Rhipicephalus-decoloratus	60189	Rhipicephalus decoloratus	60189	other-eukaryote
60217-Shewanella-violacea	60217	Shewanella violacea	60217	bacterium
60552-Burkholderia-vietnamiensis	60552	Burkholderia vietnamiensis	60552, 269482	bacterium
60876-Pixuna-virus-Venezuelan-equine-encephalitis-virus-IV	60876	Pixuna virus (Venezuelan equine encephalitis virus IV)	60876	virus
60879-Cabassou-virus	60879	Cabassou virus	60879	virus
60893-Desulfobacca-acetoxidans	60893	Desulfobacca acetoxidans	60893	bacterium
61235-Fusarium-equiseti	61235	Fusarium equiseti	61235	other-eukaryote
61435-Dehalococcoides-mccartyi	61435	Dehalococcoides mccartyi	243164	bacterium
61466-Gnathostoma-binucleatum	61466	Gnathostoma binucleatum	61466	other-eukaryote
62319-Halococcus-saccharolyticus	62319	Halococcus saccharolyticus	62319	archeobacterium
62322-Shewanella-baltica	62322	Shewanella baltica	62322, 325240	bacterium
62330-Fagopyrum-tataricum-Kangra-buckwheat	62330	Fagopyrum tataricum (Kangra buckwheat)	62330	plant
63330-Hendra-henipavirus-Equine-morbillivirus	63330	Hendra henipavirus (Equine morbillivirus)	928303	virus
63363-Aquifex-aeolicus	63363	Aquifex aeolicus	63363, 224324	bacterium
63673-Turbo-cornutus	63673	Turbo cornutus	63673	other-eukaryote
64495-Rhizopus-arrhizus	64495	Rhizopus arrhizus	64495	other-eukaryote
67351-Streptomyces-californicus-Streptomyces-floridensis	67351	Streptomyces californicus (Streptomyces floridensis)	67351	bacterium
68825-Rasamsonia-emersonii	68825	Rasamsonia emersonii	68825	other-eukaryote
68887-Torque-teno-virus-Hepatitis-TT-virus	68887	Torque teno virus (Hepatitis TT virus)	486280, 487067, 68887, 167758	virus
68909-Deinococcus-geothermalis	68909	Deinococcus geothermalis	68909	bacterium
69008-Juniperus-oxycedrus-prickly-juniper	69008	Juniperus oxycedrus (prickly juniper)	69008	plant
69218-Enterobacter-cancerogenus	69218	Enterobacter cancerogenus	69218	bacterium
69820-Spodoptera-litura	69820	Spodoptera litura	69820	other-eukaryote
70203-Fibrovirus-fs1-Vibrio-cholerae-O139-fs1-phage	70203	Fibrovirus fs1 (Vibrio cholerae O139 fs1 phage)	70203	virus
71238-Pseudomonas-sp-G-179	71238	Pseudomonas sp. G-179	71238	bacterium
71647-Pinus-pinaster-cluster-pine	71647	Pinus pinaster (cluster pine)	71647	plant
72004-Bos-mutus-wild-yak	72004	Bos mutus (wild yak)	72004	vertebrate
72556-Achromobacter-piechaudii	72556	Achromobacter piechaudii	72556	bacterium
72590-Salmonella-sp-group-B	72590	Salmonella sp. 'group B'	72590	bacterium
72664-Eutrema-salsugineum-saltwater-cress	72664	Eutrema salsugineum (saltwater cress)	72664	plant
74437-Alectryonella-plicatula	74437	Alectryonella plicatula	74437	other-eukaryote
74722-Stachybotrys-chartarum	74722	Stachybotrys chartarum	74722	other-eukaryote
75658-Campylobacter-lanienae	75658	Campylobacter lanienae	75658	bacterium
75922-Mycolicibacterium-tusciae	75922	Mycolicibacterium tusciae	75922	bacterium
75985-Mannheimia-haemolytica	75985	Mannheimia haemolytica	45201	bacterium
76777-Malassezia-sympodialis	76777	Malassezia sympodialis	76777	other-eukaryote
76832-Myroides-odoratimimus	76832	Myroides odoratimimus	76832	bacterium
77044-Rosellinia-necatrix	77044	Rosellinia necatrix	77044	other-eukaryote
77095-Prevotella-bryantii	77095	Prevotella bryantii	77095	bacterium
78579-Thermothelomyces-thermophilus	78579	Thermothelomyces thermophilus	573729	other-eukaryote
79327-Schmidtea-mediterranea-freshwater-planarian	79327	Schmidtea mediterranea (freshwater planarian)	79327	other-eukaryote
79698-Merluccius-bilinearis-silver-hake	79698	Merluccius bilinearis (silver hake)	79698	vertebrate
79880-Alkalihalobacillus-clausii	79880	Alkalihalobacillus clausii	66692	bacterium
79923-Clonorchis-sinensis-oriental-liver-fluke	79923	Clonorchis sinensis (oriental liver fluke)	79923	other-eukaryote
80365-Laminaria-digitata	80365	Laminaria digitata	80365	other-eukaryote
80859-Streptomyces-ribosidificus	80859	Streptomyces ribosidificus	80859	bacterium
80956-Pomacentrus-moluccensis-lemon-damsel	80956	Pomacentrus moluccensis (lemon damsel)	80956	vertebrate
81032-Hyphomonas-neptunium	81032	Hyphomonas neptunium	81032	bacterium
81475-Frateuria-aurantia	81475	Frateuria aurantia	81475	bacterium
81847-Trichophyton-quinckeanum	81847	Trichophyton quinckeanum	81847	other-eukaryote
81985-Capsella-rubella	81985	Capsella rubella	81985	plant
82070-Squilla-maritima	82070	Squilla maritima	82070	plant
82348-Streptococcus-pluranimalium	82348	Streptococcus pluranimalium	82348	bacterium
83192-Topografov-hantavirus-Topografov-virus	83192	Topografov hantavirus (Topografov virus)	83192	virus
83262-Mycobacteroides-immunogenum	83262	Mycobacteroides immunogenum	83262	bacterium
83455-Myxococcus-stipitatus	83455	Myxococcus stipitatus	1278073, 83455	bacterium
83554-Chlamydia-psittaci	83554	Chlamydia psittaci	1112262, 1050221, 83554, 1112254, 331636, 1112244, 1112258, 1112269, 1112253	bacterium
83555-Chlamydia-abortus	83555	Chlamydia abortus	218497, 83555, 10000559	bacterium
83556-Chlamydia-felis	83556	Chlamydia felis	83556, 264202	bacterium
83557-Chlamydia-caviae	83557	Chlamydia caviae	227941, 83557	bacterium
83558-Chlamydia-pneumoniae	83558	Chlamydia pneumoniae	182082, 115713, 115711, 83558, 10000852	bacterium
83559-Chlamydia-suis	83559	Chlamydia suis	1405296, 83559	bacterium
83560-Chlamydia-muridarum-agent-of-mouse-pneumonitis	83560	Chlamydia muridarum (agent of mouse pneumonitis)	83560, 243161	bacterium
83810-Thosea-asigna-virus-Setothosea-asigna-virus	83810	Thosea asigna virus (Setothosea asigna virus)	83810	virus
