Species Taxon ID	Species Name	Proteome ID	Proteome Taxon	Proteome Type	Source Count	Epitope Count	Successful Source Assignment	Successful Epitope Assignment
337090	Chlorobium chlorochromatii		337090	All-proteins	1	1	100.0	100.0
337810	Oratosquilla oratoria		337810	All-proteins	1	8	0.0	0.0
338478	Macaque simian foamy virus	UP000142129	338478	Representative	1	1	100.0	100.0
339268	Mycobacterium colombiense	UP000025947	1324261	Representative	215	336	100.0	96.7261904761905
342409	White spot syndrome virus	UP000000327	654913	Representative	3	9	100.0	100.0
344880	Sphingomonas dokdonensis	UP000197290	344880	Other	7	7	100.0	100.0
351073	Mammalian orthoreovirus	UP000007253	10884	Representative	3	4	100.0	75.0
351091	Oscillibacter valericigenes		351091	All-proteins	1	2	100.0	0.0
351745	Shewanella sp. W3-18-1	UP000002597	351745	Other	1	1	100.0	100.0
357276	Phocaeicola dorei	UP000004849	483217	Non-redundant	5	5	100.0	100.0
360549	Themiste hennahi		360549	All-proteins	1	1	100.0	100.0
363265	Prevotella stercorea	UP000004407	1002367	Other	1	1	100.0	100.0
368445	Crocodilepox virus		368445	All-proteins	2	2	0.0	0.0
369960	Porcine type-C oncovirus	UP000101055	194958	Other	5	105	80.0	73.3333333333333
370405	Gallionella capsiferriformans	UP000001235	395494	Representative	1	1	100.0	100.0
371601	Bacteroides xylanisolvens	UP000183040	371601	Non-redundant	2	2	100.0	50.0
374838	Reinekea blandensis	UP000005953	314283	Representative	1	1	100.0	100.0
376805	Phocaeicola salanitronis	UP000007486	667015	Other	1	1	100.0	100.0
386056	Paraburkholderia ferrariae		386056	All-proteins	1	1	100.0	0.0
387090	Phocaeicola coprophilus	UP000014073	547042	Other	1	2	100.0	100.0
387093	Sulfurovum sp. NBC37-1	UP000006378	387093	Other	1	1	100.0	100.0
387661	Parabacteroides johnsonii	UP000001218	999419	Representative	1	1	100.0	100.0
388634	Bombyx mandarina nuclear polyhedrosis virus		388634	All-proteins	1	1	100.0	100.0
390157	Senecavirus A	UP000000672	686944	Reference	6	57	100.0	78.9473684210526
392734	Terriglobus roseus	UP000006056	926566	Representative	1	1	100.0	100.0
393662	Congregibacter litoralis	UP000019205	314285	Representative	1	1	100.0	100.0
402648	Streptomyces hainanensis	UP000295345	402648	Representative	1	1	100.0	100.0
408580	Bacillus coahuilensis	UP000074108	1150625	Representative	1	1	100.0	0.0
408657	Dyadobacter koreensis	UP000199532	408657	Representative	1	1	100.0	100.0
410072	Coprococcus comes	UP000003793	470146	Other	1	1	100.0	100.0
413502	Cronobacter turicensis	UP000002069	693216	Non-redundant	1	1	100.0	100.0
419612	Camelus ferus	UP000030684	419612	Representative	1	1	100.0	100.0
420521	Expression vector pNIC-NHT-CF		420521	All-proteins	1	1	0.0	0.0
425088	Tanganya virus		425088	All-proteins	1	1	100.0	100.0
430511	Juquitiba virus		430511	All-proteins	1	3	100.0	100.0
439220	Streptococcus caballi		439220	All-proteins	1	1	0.0	0.0
444922	Psychromonas ossibalaenae		444922	All-proteins	1	2	0.0	0.0
446679	Nostoc sphaeroides	UP000326678	2653204	Representative	1	1	100.0	100.0
447106	Leptospira licerasiae	UP000004889	1049972	Non-redundant	1	1	100.0	100.0
452646	Neogale vison	UP000694425	452646	Representative	1	1	100.0	100.0
463676	Rhinovirus C	UP000143371	1219377	Other	9	73	100.0	78.0821917808219
465541	Streptomyces sp. Mg1	UP000035653	465541	Representative	1	1	100.0	100.0
469009	Brassica napus phytoplasma		469009	All-proteins	1	1	100.0	100.0
469613	Enterobacteriaceae bacterium 9_2_54FAA	UP000004908	469613	Other	1	1	100.0	100.0
471223	Geobacillus sp. WCH70		471223	All-proteins	2	2	100.0	100.0
472390	Prunus dulcis x Prunus persica		472390	All-proteins	1	15	100.0	100.0
479935	Gluconobacter morbifer	UP000004949	1088869	Representative	1	1	100.0	100.0
482957	Burkholderia lata	UP000002705	482957	Non-redundant	2	2	100.0	100.0
487316	Acinetobacter soli	UP000018433	1217677	Non-redundant	1	1	100.0	100.0
487317	Aequorivita capsosiphonis		487317	All-proteins	1	1	0.0	0.0
502790	Aeromonas diversa	UP000023775	1268237	Other	1	1	100.0	100.0
507750	Peptoniphilus duerdenii	UP000003280	862517	Representative	1	1	100.0	100.0
515817	Amphioctopus fangsiao		515817	All-proteins	1	1	100.0	100.0
519424	Alkalihalobacillus trypoxylicola	UP000075806	519424	Representative	1	1	100.0	100.0
545501	Oceanobacillus oncorhynchi	UP000040453	545501	Representative	1	1	100.0	100.0
545650	Sporothrix brasiliensis	UP000031575	1398154	Other	6	7	100.0	100.0
549169	Pseudogulbenkiania ferrooxidans	UP000003165	279714	Other	1	1	100.0	100.0
558553	Crassostrea angulata		558553	All-proteins	3	34	33.3333333333333	35.2941176470588
563466	Scedosporium apiospermum	UP000028545	563466	Representative	1	1	100.0	100.0
566466	gamma proteobacterium NOR5-3	UP000003977	566466	Other	1	1	100.0	100.0
571800	Psychrobacter sp. G	UP000014806	571800	Other	1	1	100.0	100.0
571949	Encephalitozoon romaleae	UP000010094	1178016	Other	1	1	100.0	100.0
580165	Bacillus cytotoxicus	UP000242229	580165	Non-redundant	3	3	100.0	100.0
588596	Rhizophagus irregularis	UP000018888	747089	Representative	1	1	100.0	100.0
593106	Pyrophorus angustus		593106	All-proteins	2	2	100.0	50.0
630277	Tarsius lariang		630277	All-proteins	1	1	100.0	100.0
632955	Acinetobacter rudis	UP000014568	421052	Representative	1	1	100.0	100.0
655809	Prevotella sp. oral taxon 472	UP000005290	619693	Other	1	1	100.0	100.0
658655	Lachnospiraceae bacterium 1_4_56FAA	UP000004289	658655	Representative	1	1	100.0	100.0
664662	Borreliella bavariensis	UP000002276	290434	Non-redundant	1	1	100.0	100.0
674529	Bacteroides faecis	UP000095606	674529	Non-redundant	1	1	0.0	0.0
686984	Sapelovirus A	UP000000407	1002921	Reference	2	2	100.0	50.0
687347	Torque teno virus 8	UP000146867	687347	Other	1	6	100.0	100.0
687350	Torque teno virus 11	UP000232560	687350	Representative	1	1	100.0	100.0
687355	Torque teno virus 16	UP000144241	687355	Representative	1	4	100.0	100.0
687362	Torque teno virus 23	UP000232667	687362	Other	1	2	100.0	100.0
687366	Torque teno virus 27	UP000007551	687366	Representative	1	5	100.0	100.0
687367	Torque teno virus 28	UP000160062	687367	Representative	2	3	100.0	100.0
691956	Avihepatovirus A	UP000000404	693992	Reference	1	1	100.0	100.0
693153	Vibrio atlanticus	UP000009100	575788	Other	1	1	100.0	100.0
693997	Alphacoronavirus 1	UP000000835	33734	Representative	48	190	100.0	48.9473684210526
693998	Rhinolophus bat coronavirus HKU2	UP000166619	693998	Representative	1	2	100.0	100.0
693999	Scotophilus bat coronavirus 512	UP000113079	693999	Other	1	1	100.0	100.0
694003	Betacoronavirus 1	UP000007552	31631	Representative	740	33323	98.9189189189189	49.329292080545
694005	Murine coronavirus	UP000007192	11142	Representative	21	1012	100.0	50.098814229249
694006	Rousettus bat coronavirus HKU9	UP000006576	694006	Representative	2	2	100.0	100.0
694007	Tylonycteris bat coronavirus HKU4	UP000006574	694007	Representative	3	4	100.0	100.0
694008	Pipistrellus bat coronavirus HKU5	UP000007451	694008	Representative	3	3	100.0	100.0
694009	Severe acute respiratory syndrome-related coronavirus	UP000464024	2697049	Representative	386	45476	98.7046632124352	71.8444894010027
694014	Avian coronavirus	UP000006717	11122	Representative	22	104	100.0	26.9230769230769
696859	Murine mastadenovirus C	UP000141842	573199	Other	1	1	100.0	100.0
696863	Sprivivirus cyprinus	UP000007541	696863	Representative	1	1	100.0	100.0
708187	Colletotrichum chlorophyti	UP000186583	708187	Representative	1	1	100.0	100.0
742503	Tokudaia muenninki		742503	All-proteins	1	1	100.0	100.0
743722	Sphingobacterium sp. 21		743722	All-proteins	1	1	100.0	100.0
746128	Aspergillus fumigatus	UP000002530	330879	Representative	41	746	100.0	91.5549597855228
759851	Sporosarcina newyorkensis	UP000005316	1027292	Other	2	2	50.0	50.0
765414	Paraburkholderia bannensis	UP000571554	765414	Other	1	1	100.0	0.0
863370	Meiothermus granaticius	UP000266178	1227551	Representative	1	1	100.0	100.0
868131	Methanobacterium paludis	UP000009231	868131	Other	2	2	100.0	100.0
870484	Nonlabens agnitus	UP000239532	870484	Other	1	1	100.0	100.0
871325	Bacteroides faecichinchillae	UP000184436	871325	Representative	1	1	100.0	100.0
875328	Mycolicibacter sinensis	UP000009224	875328	Representative	172	276	100.0	100.0
905828	Duck astrovirus GII.A	UP000117347	707882	Other	1	1	100.0	100.0
940614	Granulicella mallensis	UP000007113	682795	Representative	1	1	100.0	100.0
945780	Synechocystis salina		945780	All-proteins	1	1	0.0	0.0
983924	Eidolon bat coronavirus-Kenya-KY24-2006		983924	All-proteins	1	1	100.0	100.0
983929	Chaerephon bat coronavirus-Kenya-KY22-2006		983929	All-proteins	1	1	100.0	100.0
1004253	Cyberlindnera mrakii		1004253	All-proteins	2	2	100.0	100.0
1005962	Ogataea parapolymorpha	UP000008673	871575	Representative	1	1	100.0	0.0
1016852	Banana streak CA virus	UP000208096	1016852	Other	1	23	100.0	100.0
1045775	Paenibacillus catalpae	UP000198855	1045775	Representative	1	1	100.0	100.0
1047168	Zymoseptoria brevis	UP000033647	1047168	Representative	1	1	100.0	100.0
1133319	Bacteroides reticulotermitis	UP000019131	1445607	Representative	1	1	100.0	100.0
1134687	Klebsiella michiganensis	UP000020202	1134687	Representative	1	1	0.0	0.0
1159904	Night heron coronavirus HKU19	UP000132721	1159904	Representative	1	1	100.0	100.0
1159907	White-eye coronavirus HKU16	UP000135406	1159907	Other	1	1	100.0	100.0
1159908	Wigeon coronavirus HKU20	UP000167590	1159908	Representative	1	1	100.0	100.0
1160968	Rabbit coronavirus HKU14	UP000145001	1160968	Representative	1	1	100.0	100.0
1173018	Phlebovirus WCH-97-HN-China-2011		1173018	All-proteins	1	67	0.0	0.0
1173701	Colletotrichum sublineola	UP000027238	1173701	Representative	1	1	100.0	100.0
1176145	Pipapillomavirus 2	UP000129308	763552	Representative	5	57	100.0	100.0
1179777	Mycoplasma feriruminatoris	UP000010753	1179777	Other	1	1	100.0	100.0
1193095	Paucilactobacillus hokkaidonensis	UP000031620	1291742	Other	1	1	100.0	100.0
1209926	Colletotrichum orchidophilum	UP000176998	1209926	Representative	1	1	100.0	100.0
1214225	Acidocella sp. MX-AZ02	UP000006217	1214225	Representative	1	1	100.0	100.0
1218488	Torque teno sus virus k2		1218488	All-proteins	1	11	100.0	0.0
1223514	Corynebacterium humireducens	UP000031524	1223515	Representative	11	11	100.0	100.0
1236180	Halopelagius longus	UP000199289	1236180	Other	1	1	100.0	100.0
1239565	Mamastrovirus 1	UP000001650	12456	Reference	3	4	100.0	0.0
1239567	Mamastrovirus 3	UP000120357	1239567	Other	1	3	100.0	66.66666666666666
1263102	Prevotella copri CAG:164	UP000018361	1263102	Representative	1	3	100.0	100.0
1268303	Rhodococcus sp. AW25M09	UP000011207	1268303	Other	2	2	100.0	100.0
1281454	Rodent hepacivirus	UP000297098	1281454	Other	4	23	50.0	73.91304347826086
1285902	Artificial vector pGEX-2T		1285902	All-proteins	1	1	0.0	0.0
1330520	Enterovirus F	UP000101796	269638	Other	2	3	100.0	66.66666666666666
1335626	Middle East respiratory syndrome-related coronavirus	UP000171868	1335626	Representative	874	55203	100.0	32.16491857326594
1337054	Paenibacillus sp. A3	UP000050308	1337054	Other	1	1	100.0	100.0
1349999	Goose astrovirus	UP000201524	1349999	Other	1	4	100.0	0.0
1355477	Bradyrhizobium diazoefficiens	UP000002526	224911	Representative	1	1	100.0	100.0
1380362	Ralstonia sp. UNC404CL21Col		1380362	All-proteins	1	1	0.0	0.0
1380386	Mycobacterium sp. URHB0044		1380386	All-proteins	1	1	0.0	0.0
1380865	Rana catesbeiana virus	UP000317581	1380865	Other	1	2	100.0	100.0
1432052	Eisenbergiella tayi	UP000094067	1432052	Non-redundant	1	3	100.0	100.0
1449063	Paenibacillus sp. UNC451MF		1449063	All-proteins	1	1	0.0	0.0
1457141	Chlamydia avium	UP000019433	1229831	Non-redundant	2	3	100.0	100.0
1457153	Chlamydia gallinacea	UP000019147	1143323	Non-redundant	2	3	100.0	100.0
1463841	Streptomyces sp. NRRL F-2580		1463841	All-proteins	1	1	0.0	0.0
1464048	Micromonospora parva		1464048	All-proteins	1	1	0.0	0.0
1472417	Butyricimonas paravirosa	UP000576368	1472417	Non-redundant	1	1	100.0	100.0
1498499	Legionella norrlandica	UP000054422	1498499	Other	1	1	100.0	100.0
1501332	Oribacterium asaccharolyticum	UP000003527	796944	Other	1	1	100.0	100.0
1508220	Bat coronavirus	UP000501844	1508220	Representative	1	1	100.0	0.0
1511891	Dependoparvovirus primate1	UP000180764	648242	Reference	12	1134	100.0	57.583774250440925
1511892	Dependoparvovirus mammalian1	UP000207583	82300	Other	1	9	100.0	100.0
1511895	Dependoparvovirus anseriform1	UP000099578	37325	Other	9	46	100.0	73.91304347826086
1513262	Gammapapillomavirus 17	UP000156843	1070417	Representative	1	1	100.0	100.0
1527299	Psychromonas sp. PRT-SC03	UP000053944	1527299	Representative	1	1	100.0	100.0
1534553	Duck aviadenovirus B	UP000516061	1520006	Representative	3	10	100.0	100.0
1564681	Carnobacterium sp. CP1	UP000064734	1564681	Representative	1	1	100.0	100.0
1566298	Paraiso Escondido virus	UP000147468	1566298	Other	1	1	100.0	100.0
1574408	Cervus canadensis		1574408	All-proteins	2	4	100.0	100.0
1631247	Mesorhizobium delmotii	UP000245698	1631247	Other	8	11	100.0	100.0
1678143	Paslahepevirus balayani	UP000006705	652674	Reference	107	2165	99.06542056074768	58.52193995381062
1678144	Avihepevirus magniiecur	UP000159379	1678144	Other	4	22	100.0	86.36363636363636
1737357	Rhizobium wenxiniae	UP000547879	1737357	Non-redundant	1	1	100.0	100.0
1776082	Shigella genomosp. SF-2015		1776082	All-proteins	1	1	0.0	0.0
1783360	Comamonas sediminis		1783360	All-proteins	1	1	100.0	100.0
1796646	Muribaculum intestinale	UP000186351	1796646	Representative	1	1	100.0	100.0
1803956	Parechovirus A	UP000000670	122962	Reference	4	11	100.0	18.181818181818183
1812858	Anaerosacchariphilus polymeriproducens	UP000255036	1812858	Representative	1	1	100.0	0.0
1821749	Cardiovirus A	UP000002319	2870365	Reference	6	23	100.0	73.91304347826086
1821750	Cardiovirus B	UP000120424	12127	Other	12	228	100.0	78.94736842105263
1849603	Enterobacteriaceae bacterium	UP000257819	1849603	Other	1	1	100.0	100.0
1855372	bacterium JGI 053	UP000218046	1855372	Representative	1	1	100.0	100.0
1868482	Carlito syrichta	UP000189704	1868482	Representative	1	1	100.0	100.0
1891726	Alphapolyomavirus quintihominis	UP000112534	493803	Representative	20	407	100.0	91.15479115479116
1891727	Alphapolyomavirus octihominis	UP000112218	862909	Representative	1	2	100.0	100.0
1891729	Alphapolyomavirus mauratus	UP000008477	1891729	Representative	1	26	100.0	100.0
1891730	Alphapolyomavirus muris	UP000008479	10636	Representative	9	74	100.0	97.2972972972973
1891762	Betapolyomavirus hominis	UP000103779	1891762	Other	13	101	100.0	97.02970297029702
1891763	Betapolyomavirus secuhominis	UP000008478	10632	Representative	43	367	100.0	83.92370572207084
1891767	Betapolyomavirus macacae	UP000007705	1891767	Representative	8	92	100.0	90.21739130434784
1891770	Betapolyomavirus secumuris	UP000158963	1891770	Representative	1	1	100.0	100.0
1895866	Verrucomicrobia bacterium 61-8		1895866	All-proteins	1	1	0.0	0.0
1897087	Orthobornavirus sciuri	UP000155354	1885248	Other	1	1	100.0	100.0
1898104	Bacteroidota bacterium	UP000509427	1898104	Representative	2	2	50.0	0.0
1898112	Rhodospirillaceae bacterium	UP000522138	1898112	Representative	1	1	100.0	0.0
1898203	Lachnospiraceae bacterium	UP000191179	1898203	Representative	2	4	50.0	0.0
1906674	Betanodavirus sp.		1906674	All-proteins	1	3	100.0	100.0
1913988	Alphaproteobacteria bacterium	UP000291202	1913988	Representative	1	1	100.0	0.0
1965089	Coronavirus HKU15	UP000115701	1586324	Representative	4	8	100.0	75.0
1965093	Hedgehog coronavirus 1	UP000101546	1385427	Representative	1	1	100.0	100.0
1972577	Vesiculovirus indiana	UP000002327	11285	Representative	10	88	100.0	94.31818181818184
1977402	Inovirus M13	UP000001836	2847073	Representative	3	3	100.0	100.0
1978231	Acidobacteriota bacterium	UP000588066	1978231	Representative	1	1	100.0	0.0
1980456	Orthohantavirus andesense	UP000204348	1980456	Representative	39	190	100.0	98.42105263157896
1980916	Novirhabdovirus piscine	UP000154838	11287	Representative	3	17	100.0	35.294117647058826
1980917	Novirhabdovirus salmonid	UP000007212	429314	Representative	1	8	100.0	100.0
1982365	Predatorvirus predator	UP000000621	543153	Representative	1	1	100.0	100.0
1985738	Teseptimavirus T7	UP000000840	10760	Representative	2	2	100.0	100.0
2015376	Bat mastadenovirus G	UP000204594	2015376	Other	1	1	100.0	100.0
2016460	Giant panda anellovirus	UP000676270	2016460	Representative	1	1	100.0	0.0
2016461	Giant panda associated gemycircularvirus	UP000268073	2016461	Representative	1	1	0.0	0.0
2024894	Acidimicrobiaceae bacterium	UP000259374	2024894	Non-redundant	1	1	100.0	100.0
2026800	Verrucomicrobiaceae bacterium	UP000293567	2026800	Representative	1	1	100.0	0.0
2029108	Bacillus sp. UMB0899		2029108	All-proteins	1	1	0.0	0.0
2030927	Bacteroidales bacterium	UP000308886	2030927	Representative	8	8	100.0	0.0
2032731	Swine acute diarrhea syndrome coronavirus		2032731	All-proteins	2	3	100.0	100.0
2034996	Tilapinevirus tilapiae	UP000201867	1549864	Representative	1	1	100.0	100.0
2044587	Schaedlerella arabinosiphila	UP000274920	2044587	Representative	5	5	100.0	60.0
2044939	Clostridia bacterium	UP000629893	2044939	Representative	3	3	33.33333333333333	0.0
2049047	Prevotellaceae bacterium	UP000245693	2049047	Non-redundant	2	2	100.0	0.0
2050018	Rodent coronavirus	UP000501448	2050018	Other	1	1	100.0	100.0
2066070	Mesorhizobium japonicum	UP000000552	266835	Non-redundant	1	1	100.0	100.0
2115988	Swine acute diarrhea syndrome related coronavirus		2115988	All-proteins	1	1	100.0	100.0
2116544	Synechococcus lacustris	UP000240206	1910958	Representative	1	1	100.0	100.0
2136182	Acinetobacter cumulans	UP000241231	2136182	Non-redundant	4	4	100.0	100.0
2169971	Visna-maedi virus	UP000106909	2169971	Other	9	124	66.66666666666666	1.6129032258064515
2169991	Mammarenavirus juninense	UP000127886	2169991	Representative	39	1010	100.0	86.33663366336634
2170193	Bornean orangutan simian foamy virus	UP000161882	221703	Representative	1	1	100.0	100.0
2170197	Guenon simian foamy virus	UP000173446	2170197	Other	1	1	100.0	100.0
2170200	Spider monkey simian foamy virus	UP000109780	2170200	Representative	1	1	100.0	100.0
2170201	Squirrel monkey simian foamy virus	UP000154225	2170201	Representative	1	1	100.0	100.0
2170206	Yellow-breasted capuchin simian foamy virus	UP000100532	2170206	Representative	1	1	100.0	100.0
2212467	Bacteroidaceae bacterium	UP000490506	2212467	Other	1	1	100.0	100.0
2282107	Pyrrhoderma noxium	UP000217199	2282107	Representative	1	1	100.0	100.0
2478486	Holophagales bacterium	UP000468330	2478486	Non-redundant	1	1	100.0	100.0
2485925	Oscillospiraceae bacterium	UP000774150	2485925	Non-redundant	1	1	100.0	100.0
2487134	Clostridium sp. E02		2487134	All-proteins	1	1	0.0	0.0
2492960	Bacillus yapensis	UP000271374	2492960	Representative	1	1	100.0	100.0
2499620	Alphaarterivirus equid	UP000000353	299386	Representative	5	10	100.0	80.0
2499677	Kappaarterivirus wobum	UP000203107	1118369	Representative	5	31	100.0	100.0
2499678	Gammaarterivirus lacdeh	UP000171571	11048	Representative	3	21	100.0	57.14285714285714
2499680	Betaarterivirus suid 1	UP000006687	11049	Representative	9	340	100.0	96.76470588235294
2499685	Betaarterivirus suid 2	UP000104281	28344	Representative	282	6604	99.29078014184395	7.556026650514839
2501929	NL63-related bat coronavirus strain BtKYNL63-9b	UP000277178	1920748	Other	1	1	100.0	100.0
2501960	China Rattus coronavirus HKU24	UP000174571	1590370	Representative	2	4	100.0	100.0
2560288	Deltapolyomavirus ailuropodae	UP000201543	2016463	Representative	1	1	100.0	100.0
2584949	Enterobacter sp. DE0047		2584949	All-proteins	1	1	0.0	0.0
2594813	Fusarium fasciculatum		2594813	All-proteins	1	1	0.0	0.0
2599941	Oligoflexia bacterium	UP000610699	2599941	Representative	1	1	100.0	0.0
2707005	Paenibacillus lutimineralis	UP000270678	2707005	Representative	1	1	100.0	100.0
2708335	Pangolin coronavirus		2708335	All-proteins	10	4568	100.0	100.0
2748958	Bandavirus dabieense	UP000201130	992212	Representative	1	1	100.0	100.0
2770637	Aestuariibaculum sediminum	UP000600588	2770637	Other	1	1	100.0	100.0
2843841	Betatristromavirus TTV1	UP000009250	10480	Representative	1	2	100.0	100.0
2846071	Rubivirus rubellae	UP000000571	11045	Representative	13	325	100.0	84.61538461538461
2846271	Peeveelvirus PVL	UP000000976	71366	Representative	1	1	100.0	100.0
2851130	Dermatophagoides pteronyssinus virus 3		2851130	All-proteins	2	83	50.0	63.85542168674698
2900548	Actinomycetota bacterium	UP000678472	2900548	Representative	1	1	100.0	0.0
2951618	Lyssavirus hamburg	UP000008926	453115	Representative	1	1	100.0	100.0
2951978	Betanucleorhabdovirus retesonchi	UP000002326	11307	Representative	1	1	100.0	100.0
2955291	Alphainfluenzavirus influenzae	UP000009255	211044	Representative	1212	12427	100.0	51.61342238673855
2955465	Betainfluenzavirus influenzae	UP000113189	1296981	Representative	109	738	99.08256880733946	67.07317073170732
2955935	Gammainfluenzavirus influenzae	UP000008286	11553	Representative	5	18	100.0	83.33333333333334
2978683	Burkholderia orbicola	UP000002169	406425	Non-redundant	7	7	100.0	85.71428571428571
3042615	Paraglaciecola sp. T6c	UP000233828	2058332	Representative	1	1	100.0	0.0
3046277	Orthoflavivirus flavi	UP000000360	11090	Reference	105	4734	100.0	73.89100126742713
3047383	Alphabaculovirus aucalifonicae	UP000008292	46015	Representative	1	1	100.0	100.0
3047386	Badnavirus alphavirgamusae	UP000208078	328670	Representative	1	23	100.0	100.0
3047387	Badnavirus betavirgamusae	UP000207691	1016853	Representative	1	23	100.0	100.0
3047388	Badnavirus gammavirgamusae	UP000202191	1476909	Representative	2	97	100.0	100.0
3047389	Badnavirus deltavirgamusae	UP000208088	328671	Representative	1	22	100.0	100.0
3047677	Comovirus siliquae	UP000007610	31715	Other	2	11	100.0	100.0
3047688	Nepovirus ribis	UP000007614	65743	Other	1	2	100.0	100.0
3047695	Alphabaculovirus bomori	UP000204315	271108	Other	1	5	100.0	100.0
3047725	Orthoflavivirus careyense	UP000232605	64289	Other	1	2	100.0	100.0
3047771	Comovirus vignae	UP000008589	928299	Reference	1	1	100.0	100.0
3047852	Nepovirus foliumflabelli	UP000009160	12274	Other	1	1	100.0	100.0
3047947	Alphabaculovirus helarmigerae	UP000202587	51313	Representative	1	2	100.0	100.0
3048148	Metapneumovirus hominis	UP000150552	162145	Representative	32	240	100.0	91.25
3048151	Avibirnavirus gumboroense	UP000107661	10995	Representative	7	26	100.0	88.46153846153845
3048153	Aquabirnavirus salmonidae		3048153	All-proteins	1	1	0.0	0.0
3048158	Orthoflavivirus japonicum	UP000160671	11072	Other	57	1254	100.0	89.55342902711324
3048170	Orthoflavivirus kyasanurense	UP000097483	172148	Other	1	5	100.0	100.0
3048175	Orthoflavivirus langatense	UP000007766	31638	Other	1	1	100.0	100.0
3048184	Orthoflavivirus loupingi	UP000296935	11086	Other	1	1	100.0	100.0
3048215	Orthoflavivirus murrayense	UP000008863	301478	Other	9	54	100.0	98.14814814814817
3048269	Tymovirus physalis	UP000204435	72539	Other	1	2	100.0	100.0
3048278	Circovirus porcine1	UP000180335	133704	Representative	4	7	100.0	14.285714285714285
3048279	Circovirus porcine2	UP000000470	85708	Representative	41	112	68.29268292682927	32.142857142857146
3048280	Circovirus porcine3	UP000287927	1868221	Representative	1	4	100.0	100.0
3048287	Orthoflavivirus powassanense	UP000096423	11083	Other	2	13	100.0	100.0
3048308	Orthoflavivirus saboyaense	UP000112648	64314	Other	1	1	100.0	100.0
3048316	Orthoflavivirus sepikense	UP000112296	44026	Other	1	1	100.0	100.0
3048338	Alphabaculovirus spliturae	UP000202667	46242	Other	1	1	100.0	100.0
3048360	Orthoflavivirus tembusu	UP000098575	1207926	Other	8	76	100.0	98.68421052631578
3048374	Tombusvirus lycopersici	UP000001666	12147	Representative	1	3	100.0	0.0
3048379	Zetatorquevirus aotid1	UP000007080	766187	Representative	1	5	100.0	100.0
3048395	Betatorquevirus homini1	UP000008779	766183	Representative	1	1	100.0	100.0
3048401	Betatorquevirus homini3	UP000158564	687371	Representative	1	2	100.0	100.0
3048405	Betatorquevirus homini7	UP000114428	687375	Representative	1	2	100.0	100.0
3048406	Betatorquevirus homini8	UP000155130	687376	Representative	1	2	100.0	100.0
3048408	Iotatorquevirus suida1a	UP000007079	766190	Representative	5	15	100.0	13.333333333333334
3048411	Epsilontorquevirus calli1	UP000008780	766186	Representative	2	2	100.0	100.0
3048413	Alphatorquevirus homin1	UP000008778	766182	Representative	1	3	100.0	100.0
3048416	Alphatorquevirus homin14	UP000148310	687353	Representative	1	5	100.0	100.0
3048417	Alphatorquevirus homin15	UP000140739	687354	Representative	1	3	100.0	100.0
3048420	Alphatorquevirus homin19		3048420	All-proteins	1	5	0.0	0.0
3048421	Alphatorquevirus homin2	UP000203082	687341	Representative	1	4	100.0	100.0
3048422	Alphatorquevirus homin20	UP000232833	687359	Representative	1	2	100.0	100.0
3048423	Alphatorquevirus homin21	UP000232847	687360	Representative	1	2	100.0	100.0
3048424	Alphatorquevirus homin24	UP000232628	687363	Other	1	3	100.0	100.0
3048425	Alphatorquevirus cerco7	UP000008261	687364	Representative	1	3	100.0	100.0
3048426	Alphatorquevirus cerco6	UP000170849	687365	Representative	1	5	100.0	100.0
3048427	Alphatorquevirus homin29	UP000232736	687368	Representative	1	4	100.0	100.0
3048428	Alphatorquevirus homin3	UP000008257	687342	Representative	1	4	100.0	100.0
3048429	Alphatorquevirus homin4	UP000007553	687343	Representative	1	6	100.0	100.0
3048431	Alphatorquevirus homin6	UP000008258	687345	Representative	1	2	100.0	100.0
3048432	Alphatorquevirus homin7	UP000172761	687346	Representative	1	3	100.0	100.0
3048448	Orthoflavivirus nilense	UP000096925	1968826	Other	50	1266	100.0	89.96840442338072
3048459	Orthoflavivirus zikaense	UP000054557	64320	Reference	78	5136	100.0	65.57632398753894
3049952	Respirovirus laryngotracheitidis	UP000165616	12730	Representative	2	13	100.0	84.61538461538461
3049953	Respirovirus pneumoniae	UP000162202	11216	Representative	5	43	100.0	74.4186046511628
3049954	Orthopneumovirus hominis	UP000134464	11259	Representative	129	2829	100.0	90.91551785083068
3050243	Varicellovirus bovinealpha1	UP000144590	10320	Representative	33	89	100.0	86.51685393258427
3050248	Orthopneumovirus bovis	UP000128003	11246	Other	14	759	100.0	77.60210803689066
3050251	Varicellovirus canidalpha1	UP000138111	170325	Representative	1	1	100.0	100.0
3050254	Quwivirus caviidbeta2	UP000102041	33706	Representative	5	143	80.0	97.2027972027972
3050256	Simplexvirus cercopithecinealpha2	UP000137988	10317	Other	1	1	100.0	100.0
3050258	Cytomegalovirus cercopithecinebeta5	UP000116555	50292	Representative	1	1	100.0	100.0
3050276	Varicellovirus equidalpha1	UP000001189	31520	Representative	75	666	100.0	99.84984984984985
3050278	Varicellovirus equidalpha4	UP000009245	10333	Other	3	6	100.0	100.0
3050287	Mardivirus gallidalpha2	UP000008072	10389	Representative	22	89	100.0	100.0
3050292	Simplexvirus humanalpha1	UP000009294	10299	Representative	236	1752	99.57627118644068	94.57762557077626
3050293	Simplexvirus humanalpha2	UP000001874	10315	Representative	138	3495	100.0	97.88268955650928
